file,type,line,method,methodStart,methodEnd,source
/test/coa/_index.test.js,ConditionalTestLogic,"{'startLine':126,'endLine':128}","it('should show message when the folder is empty', async () => {
      const emptyFolderPath = path.resolve(__dirname, 'testSvgEmpty');
      if (!fs.existsSync(emptyFolderPath)) {
        await fs.promises.mkdir(emptyFolderPath);
      }
      await expect(
        runProgram(['--folder', emptyFolderPath, '--quiet']),
      ).rejects.toThrow(/No SVG files/);
    })",124,132,snuts
/test/coa/_index.test.js,NonFunctionalStatement,"{'startLine':25,'endLine':25}",Unknown,,,snuts
/test/svg2js/_index.test.js,Conditional Test Logic,"{'line': 16, 'column': 8, 'index': 443}","beforeAll((done) => {
      fs.readFile(filepath, 'utf8', (err, data) => {
        if (err) {
          throw err;
        }

        root = parseSvg(data);
        done();
      });
    })",14,23,steel
/test/svg2js/_index.test.js,Magic Number,"{'line': 45, 'column': 43, 'index': 1145}","it('should have length 4', () => {
        expect(root.children).toHaveLength(4);
      })",44,46,steel
/test/svg2js/_index.test.js,Magic Number,"{'line': 96, 'column': 55, 'index': 2585}","it('should eventually have length 3', () => {
        expect(root.children[3].children).toHaveLength(3);
      })",95,97,steel
/test/plugins/_index.test.js,Conditional Test Logic,"{'line': 12, 'column': 2, 'index': 362}","describe('plugins tests', function () {
  for (let file of files) {
    const match = file.match(regFilename);
    let index;
    /** @type {any} */
    let name;

    if (match) {
      name = match[1];
      index = match[2];

      file = path.resolve(__dirname, file);

      it(name + '.' + index, () => {
        return readFile(file).then(function (data) {
          // remove description
          const items = normalize(data).split(/\s*===\s*/);
          const test = items.length === 2 ? items[1] : items[0];
          // extract test case
          const [original, should, params] = test.split(/\s*@@@\s*/);
          /** @type {Exclude<import('../../lib/types.js').PluginConfig, import('../../lib/types.js').CustomPlugin>} */
          const plugin = {
            name,
            params: params ? JSON.parse(params) : {},
          };
          let lastResultData = original;
          // test plugins idempotence
          const exclude = ['addAttributesToSVGElement', 'convertTransform'];
          const multipass = exclude.includes(name) ? 1 : 2;
          for (let i = 0; i < multipass; i += 1) {
            const result = optimize(lastResultData, {
              path: file,
              plugins: [plugin],
              js2svg: { pretty: true },
            });
            lastResultData = result.data;
            //FIXME: results.data has a '\n' at the end while it should not
            expect(normalize(result.data)).toStrictEqual(should);
          }
        });
      });
    }
  }
})",11,54,steel
/test/plugins/_index.test.js,Conditional Test Logic,"{'line': 18, 'column': 4, 'index': 488}","describe('plugins tests', function () {
  for (let file of files) {
    const match = file.match(regFilename);
    let index;
    /** @type {any} */
    let name;

    if (match) {
      name = match[1];
      index = match[2];

      file = path.resolve(__dirname, file);

      it(name + '.' + index, () => {
        return readFile(file).then(function (data) {
          // remove description
          const items = normalize(data).split(/\s*===\s*/);
          const test = items.length === 2 ? items[1] : items[0];
          // extract test case
          const [original, should, params] = test.split(/\s*@@@\s*/);
          /** @type {Exclude<import('../../lib/types.js').PluginConfig, import('../../lib/types.js').CustomPlugin>} */
          const plugin = {
            name,
            params: params ? JSON.parse(params) : {},
          };
          let lastResultData = original;
          // test plugins idempotence
          const exclude = ['addAttributesToSVGElement', 'convertTransform'];
          const multipass = exclude.includes(name) ? 1 : 2;
          for (let i = 0; i < multipass; i += 1) {
            const result = optimize(lastResultData, {
              path: file,
              plugins: [plugin],
              js2svg: { pretty: true },
            });
            lastResultData = result.data;
            //FIXME: results.data has a '\n' at the end while it should not
            expect(normalize(result.data)).toStrictEqual(should);
          }
        });
      });
    }
  }
})",11,54,steel
/test/plugins/_index.test.js,Conditional Test Logic,"{'line': 40, 'column': 10, 'index': 1399}","it(name + '.' + index, () => {
        return readFile(file).then(function (data) {
          // remove description
          const items = normalize(data).split(/\s*===\s*/);
          const test = items.length === 2 ? items[1] : items[0];
          // extract test case
          const [original, should, params] = test.split(/\s*@@@\s*/);
          /** @type {Exclude<import('../../lib/types.js').PluginConfig, import('../../lib/types.js').CustomPlugin>} */
          const plugin = {
            name,
            params: params ? JSON.parse(params) : {},
          };
          let lastResultData = original;
          // test plugins idempotence
          const exclude = ['addAttributesToSVGElement', 'convertTransform'];
          const multipass = exclude.includes(name) ? 1 : 2;
          for (let i = 0; i < multipass; i += 1) {
            const result = optimize(lastResultData, {
              path: file,
              plugins: [plugin],
              js2svg: { pretty: true },
            });
            lastResultData = result.data;
            //FIXME: results.data has a '\n' at the end while it should not
            expect(normalize(result.data)).toStrictEqual(should);
          }
        });
      })",24,51,steel
/test/plugins/_collections.test.js,Conditional Test Logic,"{'line': 6, 'column': 4, 'index': 204}","describe('elems.deprecated', () => {
  Object.entries(elems).forEach(([tagName, elemConfig]) => {
    const deprecated = elemConfig.deprecated;
    if (!deprecated) {
      return;
    }

    test(`${tagName} deprecated attributes are all known attributes`, () => {
      if (deprecated.safe) {
        deprecated.safe.forEach((attr) => {
          expect(elemConfig.attrs).toContain(attr);
        });
      }

      if (deprecated.unsafe) {
        deprecated.unsafe.forEach((attr) => {
          expect(elemConfig.attrs).toContain(attr);
        });
      }
    });
  });
})",3,24,steel
/test/plugins/_collections.test.js,Conditional Test Logic,"{'line': 11, 'column': 6, 'index': 328}","test(`${tagName} deprecated attributes are all known attributes`, () => {
      if (deprecated.safe) {
        deprecated.safe.forEach((attr) => {
          expect(elemConfig.attrs).toContain(attr);
        });
      }

      if (deprecated.unsafe) {
        deprecated.unsafe.forEach((attr) => {
          expect(elemConfig.attrs).toContain(attr);
        });
      }
    })",10,22,steel
