file,type,line,method,methodStart,methodEnd,source
/packages/inferno-create-element/__tests__/update.ext.spec.js,AnonymousTest,"{'startLine':793,'endLine':856}","it('variation 1', () => {
        function A() {
          return createElement(
            'div',
            null,
            createElement(
              'div',
              null,
              createElement(
                'table',
                null,
                createElement('tr', null, createElement('td', null, 'Text')),
              ),
            ),
          );
        }

        function B() {
          return createElement(
            'div',
            null,
            createElement(
              'div',
              null,
              createElement(
                'table',
                null,
                createElement('tr', null, createElement('td', null, 'bar')),
              ),
            ),
          );
        }

        function C() {
          return createElement(
            'div',
            null,
            createElement(
              'div',
              null,
              createElement(
                'table',
                null,
                createElement('tr', null, createElement('td', null, 'text1')),
              ),
            ),
          );
        }

        render(A(), container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>Text</td></tr></table></div></div>',
        );

        render(B(), container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>bar</td></tr></table></div></div>',
        );

        render(C(), container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>text1</td></tr></table></div></div>',
        );
      })",793,856,snuts
/packages/inferno-create-element/__tests__/update.ext.spec.js,AnonymousTest,"{'startLine':858,'endLine':919}","it('variation 2', () => {
        const A = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                null,
                createElement('td', null, 'text', createElement('br', null)),
              ),
            ),
          ),
        );
        const B = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement('tr', null, createElement('td', null, ['text'])),
            ),
          ),
        );
        const C = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                null,
                createElement('td', null, ['value'], createElement('br', null)),
              ),
            ),
          ),
        );

        render(A, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>text<br></td></tr></table></div></div>',
        );
        render(B, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>text</td></tr></table></div></div>',
        );
        render(C, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>value<br></td></tr></table></div></div>',
        );
      })",858,919,snuts
/packages/inferno-create-element/__tests__/update.ext.spec.js,AnonymousTest,"{'startLine':921,'endLine':978}","it('variation 3', () => {
        const A = createElement(
          'div',
          null,
          createElement('div', null, createElement('table', null)),
        );
        const B = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement('tr', null),
              createElement(
                'tr',
                null,
                createElement('td', null, 'A', createElement('br', null)),
                createElement('td', null, 'B', createElement('br', null)),
              ),
              createElement('tr', null),
            ),
          ),
        );
        const C = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement('tr', null),
              createElement(
                'tr',
                null,
                createElement('td', null, createElement('br', null)),
              ),
            ),
          ),
        );

        render(A, container);
        expect(container.innerHTML).toBe(
          '<div><div><table></table></div></div>',
        );
        render(B, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr></tr><tr><td>A<br></td><td>B<br></td></tr><tr></tr></table></div></div>',
        );
        render(C, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr></tr><tr><td><br></td></tr></table></div></div>',
        );
      })",921,978,snuts
/packages/inferno-create-element/__tests__/update.ext.spec.js,AnonymousTest,"{'startLine':980,'endLine':1047}","it('variation 4', () => {
        const A = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                null,
                createElement('td', null, 'text 1', createElement('br', null)),
              ),
            ),
          ),
        );

        const B = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                null,
                createElement('td', null, createElement('br', null)),
              ),
            ),
          ),
        );

        const C = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                null,
                createElement('td', null, 'text 2', createElement('br', null)),
              ),
            ),
          ),
        );

        render(A, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>text 1<br></td></tr></table></div></div>',
        );
        render(B, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td><br></td></tr></table></div></div>',
        );
        render(C, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>text 2<br></td></tr></table></div></div>',
        );
      })",980,1047,snuts
/packages/inferno-create-element/__tests__/update.ext.spec.js,AnonymousTest,"{'startLine':1049,'endLine':1115}","it('variation 5', () => {
        const A = [];

        A[0] = createElement(
          'table',
          null,
          createElement(
            'tr',
            null,
            createElement('td', null, createElement('br', null)),
          ),
        );
        A[1] = createElement(
          'table',
          null,
          createElement(
            'tr',
            null,
            createElement(
              'td',
              null,
              'text 1',
              'text a',
              createElement('br', null),
            ),
          ),
        );
        A[2] = createElement(
          'table',
          null,
          createElement(
            'tr',
            null,
            createElement('td', null, 'text 2', createElement('br', null)),
          ),
        );
        A[3] = createElement(
          'table',
          null,
          createElement(
            'tr',
            null,
            createElement(
              'td',
              null,
              [createElement('br', null), 'text 3'],
              createElement('br', null),
            ),
          ),
        );
        render(A[0], container);
        expect(container.innerHTML).toBe(
          '<table><tr><td><br></td></tr></table>',
        );
        render(A[1], container);
        expect(container.innerHTML).toBe(
          '<table><tr><td>text 1text a<br></td></tr></table>',
        );
        render(A[2], container);
        expect(container.innerHTML).toBe(
          '<table><tr><td>text 2<br></td></tr></table>',
        );
        render(A[3], container);
        expect(container.innerHTML).toBe(
          '<table><tr><td><br>text 3<br></td></tr></table>',
        );
      })",1049,1115,snuts
/packages/inferno-create-element/__tests__/update.ext.spec.js,AnonymousTest,"{'startLine':1117,'endLine':1184}","it('variation 6', () => {
        const A = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                null,
                createElement('td', null, 'text 1', createElement('br', null)),
              ),
            ),
          ),
        );

        const B = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                null,
                createElement('td', null, createElement('br', null)),
              ),
            ),
          ),
        );

        const C = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                null,
                createElement('td', null, 'text 2', createElement('br', null)),
              ),
            ),
          ),
        );

        render(A, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>text 1<br></td></tr></table></div></div>',
        );
        render(B, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td><br></td></tr></table></div></div>',
        );
        render(C, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>text 2<br></td></tr></table></div></div>',
        );
      })",1117,1184,snuts
/packages/inferno-create-element/__tests__/update.ext.spec.js,AnonymousTest,"{'startLine':1186,'endLine':1247}","it('variation 7', () => {
        const A = [];
        A[0] = createElement(
          'table',
          null,
          createElement(
            'tr',
            null,
            createElement('td', null, createElement('br', null)),
          ),
        );
        A[1] = createElement(
          'table',
          null,
          createElement(
            'tr',
            null,
            createElement('td', null, 'text 1', createElement('br', null)),
          ),
        );
        A[2] = createElement(
          'table',
          null,
          createElement(
            'tr',
            null,
            createElement('td', null, 'text 2', createElement('br', null)),
          ),
        );
        A[3] = createElement(
          'table',
          null,
          createElement(
            'tr',
            null,
            createElement(
              'td',
              null,
              [createElement('br', null)],
              'text 3',
              createElement('br', null),
            ),
          ),
        );

        render(A[0], container);
        expect(container.innerHTML).toBe(
          '<table><tr><td><br></td></tr></table>',
        );
        render(A[1], container);
        expect(container.innerHTML).toBe(
          '<table><tr><td>text 1<br></td></tr></table>',
        );
        render(A[2], container);
        expect(container.innerHTML).toBe(
          '<table><tr><td>text 2<br></td></tr></table>',
        );
        render(A[3], container);
        expect(container.innerHTML).toBe(
          '<table><tr><td><br>text 3<br></td></tr></table>',
        );
      })",1186,1247,snuts
/packages/inferno-create-element/__tests__/update.ext.spec.js,AnonymousTest,"{'startLine':1251,'endLine':1326}","it('variation 1', () => {
        function A() {
          return createElement(
            'div',
            null,
            createElement(
              'div',
              null,
              createElement(
                'table',
                null,
                createElement(
                  'tr',
                  { key: 'row1' },
                  createElement('td', { key: 'td1' }, 'Text'),
                ),
              ),
            ),
          );
        }

        function B() {
          return createElement(
            'div',
            null,
            createElement(
              'div',
              null,
              createElement(
                'table',
                null,
                createElement(
                  'tr',
                  { key: 'row1' },
                  createElement('td', { key: 'td1' }, 'bar'),
                ),
              ),
            ),
          );
        }

        function C() {
          return createElement(
            'div',
            null,
            createElement(
              'div',
              null,
              createElement(
                'table',
                null,
                createElement(
                  'tr',
                  { key: 'row1' },
                  createElement('td', { key: 'td1' }, 'text1'),
                ),
              ),
            ),
          );
        }

        render(A(), container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>Text</td></tr></table></div></div>',
        );

        render(B(), container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>bar</td></tr></table></div></div>',
        );

        render(C(), container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>text1</td></tr></table></div></div>',
        );
      })",1251,1326,snuts
/packages/inferno-create-element/__tests__/update.ext.spec.js,AnonymousTest,"{'startLine':1328,'endLine':1401}","it('variation 2', () => {
        const A = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                { key: 'row1' },
                createElement('td', { key: 'td1' }, [
                  'text',
                  createElement('br', null),
                ]),
              ),
            ),
          ),
        );

        const B = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                { key: 'row1' },
                createElement('td', { key: 'td1' }, ['text']),
              ),
            ),
          ),
        );

        const C = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement(
                'tr',
                { key: 'row1' },
                createElement('td', { key: 'td1' }, [
                  'value',
                  createElement('br', null),
                ]),
              ),
            ),
          ),
        );

        render(A, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>text<br></td></tr></table></div></div>',
        );
        render(B, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>text</td></tr></table></div></div>',
        );
        render(C, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr><td>value<br></td></tr></table></div></div>',
        );
      })",1328,1401,snuts
/packages/inferno-create-element/__tests__/update.ext.spec.js,AnonymousTest,"{'startLine':1403,'endLine':1475}","it('variation 3', () => {
        const A = createElement(
          'div',
          null,
          createElement('div', null, createElement('table', null)),
        );
        const B = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement('tr', { key: 'row1' }),
              createElement(
                'tr',
                { key: 'row2' },
                createElement(
                  'td',
                  { key: 'td2-1' },
                  'A',
                  createElement('br', null),
                ),
                createElement(
                  'td',
                  { key: 'td2-2' },
                  'B',
                  createElement('br', null),
                ),
              ),
              createElement('tr', { key: 'row3' }),
            ),
          ),
        );
        const C = createElement(
          'div',
          null,
          createElement(
            'div',
            null,
            createElement(
              'table',
              null,
              createElement('tr', { key: 'row1' }),
              createElement(
                'tr',
                { key: 'row2' },
                createElement(
                  'td',
                  { key: 'td2-2' },
                  '',
                  createElement('br', null),
                ),
              ),
            ),
          ),
        );

        render(A, container);
        expect(container.innerHTML).toBe(
          '<div><div><table></table></div></div>',
        );
        render(B, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr></tr><tr><td>A<br></td><td>B<br></td></tr><tr></tr></table></div></div>',
        );
        render(C, container);
        expect(container.innerHTML).toBe(
          '<div><div><table><tr></tr><tr><td><br></td></tr></table></div></div>',
        );
      })",1403,1475,snuts
