project,version,total_of_test_files,total_smelled_files,test_methods,test_smells,assertionRoulette,conditionalTestLogic,duplicateAssert,eagerTest,emptyTest,exceptionHandling,globalVariable,ignoredTest,lazyTest,magicNumberRule,mysteryGuest,redundantAssertion,redundantPrint,resourceOptimism,sleepyTest,unknownTest,Physical SLOC,Logical SLOC,Cyclomatic,CyclomaticDensity,HalsteadBugs,HalsteadDifficulty,HalsteadEffort,HalsteadLength,HalsteadTime,HalsteadVocabulary,HalsteadVolume,Maintainability
steel,1.0.0,70,70,443,2714,0,50,250,721,0,14,897,0,596,71,0,0,0,0,21,94,13063,14395,1236,765.041,115.48200000000001,1965.9139999999989,15227241.535999997,52047,845957.866,5771,346446.09400000004,7188.638000000001
