project,version,total_of_test_files,total_smelled_files,test_methods,test_smells,assertionRoulette,conditionalTestLogic,duplicateAssert,eagerTest,emptyTest,exceptionHandling,globalVariable,ignoredTest,lazyTest,magicNumberRule,mysteryGuest,redundantAssertion,redundantPrint,resourceOptimism,sleepyTest,unknownTest,Physical SLOC,Logical SLOC,Cyclomatic,CyclomaticDensity,HalsteadBugs,HalsteadDifficulty,HalsteadEffort,HalsteadLength,HalsteadTime,HalsteadVocabulary,HalsteadVolume,Maintainability
steel,1.0.0,174,129,484,2823,0,36,1448,57,0,0,0,0,8,1202,0,0,0,0,0,72,9859,12222,896,1566.782,103.07799999999996,2658.4620000000014,12361804.187000005,52026,686766.8979999998,5839,309242.0419999999,13439.958999999999
