file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/librariesTests/react-redux.test.js,Magic Number,"{'line': 100, 'column': 37, 'index': 2250}","   98 |     expect(store.getState().a.b).toBe('d');
   99 |
> 100 |     expect(updateInfos).toHaveLength(1);
      |                                     ^ Magic Number
  101 |     expect(updateInfos[0].reason).toEqual({
  102 |       propsDifferences: [
  103 |         expect.objectContaining({diffType: diffTypes.different}),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/librariesTests/react-redux.test.js,Magic Number,"{'line': 141, 'column': 37, 'index': 3235}","  139 |     expect(store.getState().a.b).toBe('c');
  140 |
> 141 |     expect(updateInfos).toHaveLength(1);
      |                                     ^ Magic Number
  142 |     expect(updateInfos[0].reason).toEqual({
  143 |       propsDifferences: [
  144 |         expect.objectContaining({diffType: diffTypes.deepEquals}),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/librariesTests/react-redux.test.js,Magic Number,"{'line': 213, 'column': 37, 'index': 4857}","  211 |     expect(store.getState().a.b).toBe('c');
  212 |
> 213 |     expect(updateInfos).toHaveLength(0);
      |                                     ^ Magic Number
  214 |   });
  215 |
  216 |   test('different state after dispatch', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/librariesTests/react-redux.test.js,Magic Number,"{'line': 242, 'column': 37, 'index': 5497}","  240 |     expect(store.getState().a.b).toBe('d');
  241 |
> 242 |     expect(updateInfos).toHaveLength(1);
      |                                     ^ Magic Number
  243 |     expect(updateInfos[0]).toEqual(expect.objectContaining({
  244 |       hookName: 'useSelector',
  245 |       reason: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/librariesTests/react-redux.test.js,Magic Number,"{'line': 284, 'column': 37, 'index': 6613}","  282 |     expect(store.getState().a.b).toBe('c');
  283 |
> 284 |     expect(updateInfos).toHaveLength(1);
      |                                     ^ Magic Number
  285 |     expect(updateInfos[0]).toEqual(expect.objectContaining({
  286 |       hookName: 'useSelector',
  287 |       reason: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useSyncExternalStore.test.js,Magic Number,"{'line': 70, 'column': 37, 'index': 1556}","  68 |     rtl.render(<OuterComponent />);
  69 |
> 70 |     expect(updateInfos).toHaveLength(0);
     |                                     ^ Magic Number
  71 |   });
  72 |
  73 |   test('deep equals', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useSyncExternalStore.test.js,Magic Number,"{'line': 104, 'column': 37, 'index': 2290}","  102 |     rtl.render(<OuterComponent />);
  103 |
> 104 |     expect(updateInfos).toHaveLength(1);
      |                                     ^ Magic Number
  105 |     expect(updateInfos[0].reason).toEqual({
  106 |       hookDifferences: [
  107 |         {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useState.test.js,Conditional Test Logic,"{'line': 130, 'column': 4, 'index': 2876}","  128 |
  129 |   afterEach(() => {
> 130 |     if (React.__REVERT_WHY_DID_YOU_RENDER__) {
      |    ^ Conditional Test Logic
  131 |       React.__REVERT_WHY_DID_YOU_RENDER__();
  132 |     }
  133 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useState.test.js,Magic Number,"{'line': 41, 'column': 37, 'index': 914}","  39 |     );
  40 |
> 41 |     expect(updateInfos).toHaveLength(0);
     |                                     ^ Magic Number
  42 |   });
  43 |
  44 |   test('setState of different values', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useState.test.js,Magic Number,"{'line': 63, 'column': 37, 'index': 1379}","  61 |     );
  62 |
> 63 |     expect(updateInfos).toHaveLength(1);
     |                                     ^ Magic Number
  64 |     expect(updateInfos[0].reason).toEqual({
  65 |       propsDifferences: false,
  66 |       stateDifferences: false,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useState.test.js,Magic Number,"{'line': 104, 'column': 37, 'index': 2330}","  102 |     );
  103 |
> 104 |     expect(updateInfos).toHaveLength(1);
      |                                     ^ Magic Number
  105 |     expect(updateInfos[0].reason).toEqual({
  106 |       propsDifferences: false,
  107 |       stateDifferences: false,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useState.test.js,Magic Number,"{'line': 159, 'column': 37, 'index': 3509}","  157 |     );
  158 |
> 159 |     expect(updateInfos).toHaveLength(0);
      |                                     ^ Magic Number
  160 |     expect(effectCalled).toBeTruthy();
  161 |   });
  162 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useState.test.js,Magic Number,"{'line': 185, 'column': 37, 'index': 4109}","  183 |     );
  184 |
> 185 |     expect(updateInfos).toHaveLength(1);
      |                                     ^ Magic Number
  186 |   });
  187 |
  188 |   test('deep equals', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useState.test.js,Magic Number,"{'line': 207, 'column': 37, 'index': 4570}","  205 |     );
  206 |
> 207 |     expect(updateInfos).toHaveLength(1);
      |                                     ^ Magic Number
  208 |     expect(updateInfos[0].reason).toEqual({
  209 |       hookDifferences: [{
  210 |         diffType: diffTypes.deepEquals,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useState.test.js,Magic Number,"{'line': 240, 'column': 37, 'index': 5348}","  238 |     );
  239 |
> 240 |     expect(updateInfos).toHaveLength(1);
      |                                     ^ Magic Number
  241 |     expect(updateInfos[0].reason).toEqual({
  242 |       hookDifferences: [{
  243 |         diffType: diffTypes.deepEquals,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useState.test.js,Magic Number,"{'line': 281, 'column': 37, 'index': 6647}","  279 |     );
  280 |
> 281 |     expect(updateInfos).toHaveLength(5);
      |                                     ^ Magic Number
  282 |     expect(updateInfos[0].reason).toEqual({
  283 |       hookDifferences: [{
  284 |         diffType: diffTypes.deepEquals,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useState.test.js,Magic Number,"{'line': 358, 'column': 37, 'index': 8646}","  356 |     );
  357 |
> 358 |     expect(updateInfos).toHaveLength(1);
      |                                     ^ Magic Number
  359 |     expect(updateInfos[0].reason).toEqual({
  360 |       hookDifferences: [{
  361 |         diffType: diffTypes.deepEquals,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useReducer.test.js,Magic Number,"{'line': 48, 'column': 30, 'index': 996}","  46 |     );
  47 |
> 48 |     expect(numOfRenders).toBe(2);
     |                              ^ Magic Number
  49 |     expect(updateInfos).toHaveLength(0);
  50 |   });
  51 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useReducer.test.js,Magic Number,"{'line': 49, 'column': 37, 'index': 1037}","  47 |
  48 |     expect(numOfRenders).toBe(2);
> 49 |     expect(updateInfos).toHaveLength(0);
     |                                     ^ Magic Number
  50 |   });
  51 |
  52 |   test('different value', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useReducer.test.js,Magic Number,"{'line': 77, 'column': 37, 'index': 1610}","  75 |     );
  76 |
> 77 |     expect(updateInfos).toHaveLength(1);
     |                                     ^ Magic Number
  78 |     expect(updateInfos[0].reason).toEqual({
  79 |       hookDifferences: [{
  80 |         pathString: '',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/why-did-you-render/tests/hooks/useReducer.test.js,Magic Number,"{'line': 116, 'column': 37, 'index': 2462}","  114 |     );
