project,version,total_of_test_files,total_smelled_files,test_methods,test_smells,assertionRoulette,conditionalTestLogic,duplicateAssert,eagerTest,emptyTest,exceptionHandling,globalVariable,ignoredTest,lazyTest,magicNumberRule,mysteryGuest,redundantAssertion,redundantPrint,resourceOptimism,sleepyTest,unknownTest,Physical SLOC,Logical SLOC,Cyclomatic,CyclomaticDensity,HalsteadBugs,HalsteadDifficulty,HalsteadEffort,HalsteadLength,HalsteadTime,HalsteadVocabulary,HalsteadVolume,Maintainability
steel,1.0.0,6,6,208,254,0,100,20,0,0,4,0,1,0,119,0,0,6,0,0,4,6095,6031,707,75.97399999999999,60.949999999999996,693.433,23259675.402000003,22130,1292204.19,1667,182850.663,580.1510000000001
